,INSTNM,CITY,STABBR
4543,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,New_York
4544,Albany BOCES-Adult Practical Nursing Program,Albany,New_York
4545,Ulster BOCES School of Practical Nursing,Lake Katrine,New_York
4546,Eastern Suffolk BOCES,Brentwood,New_York
4547,Rockland County BOCES-Practical Nursing Program,West Nyack,New_York
4548,New York College of Health Professions,Syosset,New_York
4549,Charles Stuart School of Diamond Setting,Brooklyn,New_York
4550,Penta County Joint Vocational School,Perrysburg,Ohio
4551,Career and Technology Education Centers of Licking County,Newark,Ohio
4552,Northern Career Institute,Eastlake,Ohio
4553,Washington County Career Center-Adult Technical Training,Marietta,Ohio
4554,Ohio Media School-Cincinnati,Norwood,Ohio
4555,Ohio Technical Center at Vantage Career Center,Van Wert,Ohio
4556,Indian Capital Technology Center-Muskogee,Muskogee,Oklahoma
4557,Western Technology Center,Burns Flat,Oklahoma
4558,Mid-America Technology Center,Wayne,Oklahoma
4559,Northeast Technology Center-Pryor,Pryor,Oklahoma
4560,Eastern Oklahoma County Technology Center,Choctaw,Oklahoma
4561,Wes Watkins Technology Center,Wetumka,Oklahoma
4562,York County School of Technology-Adult & Continuing Education,York,Pennsylvania
4563,Chester County Intermediate Unit,Downingtown,Pennsylvania
4564,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,Pennsylvania
4565,Greater Johnstown Career and Technology Center,Johnstown,Pennsylvania
4566,Mifflin County Academy of Science and Technology,Lewistown,Pennsylvania
4567,Lenape Technical School Practical Nursing Program,Ford City,Pennsylvania
4568,Venango County Area Vocational Technical School,Oil City,Pennsylvania
4569,Lancaster County Career and Technology Center,Willow Street,Pennsylvania
4570,Lebanon County Area Vocational Technical School,Lebanon,Pennsylvania
4571,Indiana County Technology Center,Indiana,Pennsylvania
4572,Northern Tier Career Center,Towanda,Pennsylvania
4573,Clarion County Career Center Practical Nursing Program,Shippenville,Pennsylvania
4574,Hazleton Area Career Center,Hazle TWP.,Pennsylvania
4575,All-State Career School-Pittsburgh,West Mifflin,Pennsylvania
4576,Colegio Tecnologico y Comercial de Puerto Rico,Aguada,PR
4577,Quality Technical and Beauty College,Bayamon,PR
4578,D'Mart Institute,Barranquitas,PR
4579,Automeca Technical College-Aguadilla,Aguadilla,PR
4580,Fortis Institute-Cookeville,Cookeville,Tennessee
4581,North Central Institute,Clarksville,Tennessee
4582,Pipo Academy of Hair Design,El Paso,Texas
4583,Tint School of Makeup and Cosmetology-Dallas,Grand Prairie,Texas
4584,United Technical Center,Clarksburg,West_Virginia
4585,Charles H McCann Technical School,North Adams,Massachusetts
4586,Ailano School of Cosmetology,Brockton,Massachusetts
4587,Central California School of Continuing Education,San Luis Obispo,California
4588,Mercy Hospital School of Practical Nursing-Plantation General Hospital,Miami,Florida
4589,Marion Technical College,Ocala,Florida
4590,Rivertown School of Beauty Barber Skin Care and Nails,Columbus,Georgia
4591,Atlanta Institute of Music and Media,Duluth,Georgia
4592,Illinois Media School,Lombard,Illinois
4593,St Louis Hair Academy,Saint Louis,Missouri
4594,New Dimensions School of Hair Design,Joplin,Missouri
4595,Forbes Road Career and Technology Center,Monroeville,Pennsylvania
4596,Jna Institute of Culinary Arts,Philadelphia,Pennsylvania
4597,Cortiva Institute-Seattle,Seattle,Washington
4598,Putnam Career and Technical Center,Eleanor,West_Virginia
4599,Argosy University-Northern Virginia,Arlington,Virginia
4600,Crawford County Career and Technical Center Practical Nursing Program,Meadville,Pennsylvania
4601,Texas College of Cosmetology-San Angelo,San Angelo,Texas
4602,Beauty Schools of America-Hialeah,Hialeah,Florida
4603,Automeca Technical College-Bayamon,Bayamon,PR
4604,Automeca Technical College-Caguas,Caguas,PR
4605,Automeca Technical College-Ponce,Ponce,PR
4606,Centura College-Chesapeake,Chesapeake,Virginia
4607,University of Phoenix-Hawaii,Honolulu,Hawaii
4608,Cortiva Institute-Miami,Miami,Florida
4609,Prism Career Institute-Cherry Hill,Cherry Hill,New_Jersey
4610,Southwest College of Naturopathic Medicine & Health Sciences,Tempe,Arizona
4611,Escuela de Peritos Electricistas de Isabela Inc,Isabela,PR
4612,Virginia College-Birmingham,Birmingham,Alabama
4613,Virginia College-Huntsville,Huntsville,Alabama
4614,Yeshiva D'monsey Rabbinical College,Monsey,New_York
4615,Lincoln Technical Institute-Mahwah,Mahwah,New_Jersey
4616,Career Technical Institute,Washington,DC
4617,Northwest Vista College,San Antonio,Texas
4618,Oconee Fall Line Technical College,Sandersville,Georgia
4619,York County Community College,Wells,Maine
4620,Northeast Technology Center-Afton,Afton,Oklahoma
4621,Western Suffolk BOCES,Northport,New_York
4622,Arkansas State University-Mountain Home,Mountain Home,Arkansas
4623,Columbia Gorge Community College,The Dalles,Oregon
4624,Arizona State University-Polytechnic,Mesa,Arizona
4625,Colleen O'Haras Beauty Academy,Santa Ana,California
4626,Bakke Graduate University,Dallas,Texas
4627,Tillamook Bay Community College,Tillamook,Oregon
4628,Argosy University-Schaumburg,Schaumburg,Illinois
4629,Manhattan School of Computer Technology,Brooklyn,New_York
4630,Ross College-Hopkinsville,Hopkinsville,Kentucky
4631,Indian Capital Technology Center-Sallisaw,Sallisaw,Oklahoma
4632,Indian Capital Technology Center-Stilwell,Stilwell,Oklahoma
4633,Paul Mitchell the School-St. George,Saint George,Utah
4634,Cadillac Institute of Cosmetology,Cadillac,Michigan
4635,Arizona College-Glendale,Glendale,Arizona
4636,Vanguard-Sentinel Adult Career and Technology Center,Fremont,Ohio
4637,House of Heavilin Beauty College-Raymore,Raymore,Missouri
4638,Living Arts College,Raleigh,North_Carolina
4639,New York Conservatory for Dramatic Arts,New York,New_York
4640,Eastern International College-Jersey City,Jersey City,New_Jersey
4641,Academia Serrant Inc,Ponce,PR
4642,Champion Institute of Cosmetology,Palm Springs,California
4643,Pacific College,Costa Mesa,California
4644,American College of Healthcare and Technology,Riverside,California
4645,Compu-Med Vocational Careers Corp,Hialeah,Florida
4646,Advantage Technical College,Manati,PR
4647,Midwestern University-Glendale,Glendale,Arizona
4648,Oregon Coast Community College,Newport,Oregon
4649,Gwinnett College-Sandy Springs,Sandy Springs,Georgia
4650,Lincoln Technical Institute-Brockton,Brockton,Massachusetts
4651,Mildred Elley-Pittsfield Campus,Pittsfield,Massachusetts
4652,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,Florida
4653,Merkaz Bnos-Business School,Brooklyn,New_York
4654,Lia Schorr Institute of Cosmetic Skin Care Training,New York,New_York
4655,CET-Alexandria,Alexandria,Virginia
4656,Aviation Institute of Maintenance-Chesapeake,Chesapeake,Virginia
4657,Centura College-Richmond Main,Richmond,Virginia
4658,Osceola Technical College,Kissimmee,Florida
4659,Miami Ad School-Wynwood,Miami,Florida
4660,Green Country Technology Center,Okmulgee,Oklahoma
4661,Nova College de Puerto Rico,Bayamon,PR
4662,John Wesley International Barber and Beauty College,Long Beach,California
4663,Platt College-Lawton,Lawton,Oklahoma
4664,Southeastern College-West Palm Beach,West Palm Beach,Florida
4665,Ottawa University-Milwaukee,Brookfield,Wisconsin
4666,Argosy University-Tampa,Tampa,Florida
4667,The Illinois Institute of Art-Schaumburg,Schaumburg,Illinois
4668,Klamath Community College,Klamath Falls,Oregon
4669,The Art Institute of Phoenix,Phoenix,Arizona
4670,L3 Commercial Training Solutions Airline Academy,Sanford,Florida
4671,American College of Acupuncture and Oriental Med,Houston,Texas
4672,AOMA Graduate School of Integrative Medicine,Austin,Texas
4673,Urban College of Boston,Boston,Massachusetts
4674,Branford Hall Career Institute-Windsor Campus,Windsor,Connecticut
4675,Golf Academy of America-Orlando,Apopka,Florida
4676,Golf Academy of America-Phoenix,Chandler,Arizona
4677,Strayer University-Maryland,Suitland,Maryland
4678,Empire Beauty School-Bordentown,Bordentown,New_Jersey
4679,Empire Beauty School-Monroeville,Monroeville,Pennsylvania
4680,Southern Careers Institute-San Antonio,San Antonio,Texas
4681,Cortiva Institute-Virginia,Charlottesville,Virginia
4682,Cayce/Reilly School of Massage,Virginia Beach,Virginia
4683,CET-Sacramento,Sacramento,California
4684,Prism Career Institute-West Atlantic City,West  Atlantic City,New_Jersey
4685,The Creative Center,Omaha,Nebraska
4686,Studio Jewelers,New York,New_York
4687,Praxis Institute,Miami,Florida
4688,San Juan Bautista School of Medicine,Caguas,PR
4689,Texas Health and Science University,Austin,Texas
4690,Carver Career Center,Charleston,West_Virginia
4691,New Hampshire Institute of Art,Manchester,New_Hampshire
4692,Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,New_York
4693,Clearfield County Career and Technology Center,Clearfield,Pennsylvania
4694,Colegio de Cinematografia Artes y Television,Bayamon,PR
4695,Delaware County Technical School-Practical Nursing Program,Broomall,Pennsylvania
4696,Mid-Del Technology Center,Midwest City,Oklahoma
4697,New York Institute of Massage Inc,Williamsville,New_York
4698,Jolie Hair and Beauty Academy-Ludlow,Ludlow,Massachusetts
4699,Dutchess BOCES-Practical Nursing Program,Poughkeepsie,New_York
4700,Escuela Tecnica de Electricidad,Ponce,PR
4701,Institute of Technology,Clovis,California
4702,Garnet Career Center,Charleston,West_Virginia
4703,Bristol Technical Education Center,Bristol,Connecticut
4704,Genesee Valley BOCES-Practical Nursing Program,Batavia,New_York
4705,Henrico County-Saint Marys Hospital School of Practical Nursing,Henrico,Virginia
4706,Herkimer County BOCES-Practical Nursing Program,Ilion,New_York
4707,International Beauty College,Garland,Texas
4708,Cape Coral Technical College,Cape Coral,Florida
4709,Massachusetts General Hospital Dietetic Internship,Boston,Massachusetts
4710,Mercy Hospital School of Nursing,Pittsburgh,Pennsylvania
4711,Mitchell Cosmetology College,Alabaster,Alabama
4712,Northland Career Center,Platte City,Missouri
4713,Ocean County Vocational-Technical School,Toms River,New_Jersey
4714,Putnam Westchester BOCES-Practical Nursing Program,Yorktown Heights,New_York
4715,Brightwood College-San Antonio-Ingram,San Antonio,Texas
4716,Trinity College of Puerto Rico,Ponce,PR
4717,Virginia Sewing Machines and School Center,Huntington Park,California
4718,Vogue Beauty and Barber School,Hiram,Georgia
4719,Yeshiva of the Telshe Alumni,Riverdale,New_York
4720,Northeast Technology Center-Kansas,Kansas,Oklahoma
4721,Kenneth Shuler School of Cosmetology-Rock Hill,Rock Hill,South_Carolina
4722,University of Phoenix-Washington,Tukwila,Washington
4723,University of Phoenix-Oregon,Tigard,Oregon
4724,CET-El Paso,El Paso,Texas
4725,Brightwood College-Riverside,Riverside,California
4726,Appalachian School of Law,Grundy,Virginia
4727,LIU Hudson at Westchester,Purchase,New_York
4728,Platt College-Ontario,Ontario,California
4729,Delaware College of Art and Design,Wilmington,Delaware
4730,American University of Health Sciences,Signal Hill,California
4731,Career Networks Institute,Orange,California
4732,Monty Tech,Fitchburg,Massachusetts
4733,Okaloosa Technical College,Fort Walton Beach,Florida
4734,Lincoln Technical Institute-Lincoln,Lincoln,Rhode_Island
4735,Wayne County Schools Career Center,Smithville,Ohio
4736,Blessing Hospital School of Medical Laboratory Technology,Quincy,Illinois
4737,Carolinas College of Health Sciences,Charlotte,North_Carolina
4738,Western Governors University,Salt Lake City,Utah
4739,California Aeronautical University,Bakersfield,California
4740,Sullivan and Cogliano Training Center,Miami Gardens,Florida
4741,Herzing University-Kenner,Kenner,Louisiana
4742,Spencerian College-Lexington,Lexington,Kentucky
4743,Florida Gulf Coast University,Fort Myers,Florida
4744,Seacoast Career Schools-Sanford Campus,Sanford,Maine
4745,Little Priest Tribal College,Winnebago,Nebraska
4746,South Louisiana Community College,Lafayette,Louisiana
4747,Pima Medical Institute-Chula Vista,Chula Vista,California
4748,Lincoln College of Technology-Marietta,Marietta,Georgia
4749,Academy of Hair Design-Lufkin,Lufkin,Texas
4750,Academy of Hair Design-Beaumont,Beaumont,Texas
4751,Anson College of Cosmetology,Wadesboro,North_Carolina
4752,Cortiva Institute-Baltimore,Linthicum,Maryland
4753,Toni & Guy Hairdressing Academy-Worcester,Worcester,Massachusetts
4754,Northwest HVAC/R Training Center,Spokane,Washington
4755,Myotherapy Institute,Lincoln,Nebraska
4756,Florida College of Integrative Medicine,Orlando,Florida
4757,New Professions Technical Institute,Miami,Florida
4758,Strand College of Hair Design,Myrtle Beach,South_Carolina
4759,Branford Hall Career Institute-Southington Campus,Southington,Connecticut
4760,City College-Miami,Miami,Florida
4761,Ilisagvik College,Barrow,Alaska
4762,Community College of Baltimore County,Baltimore,Maryland
4763,Golf Academy of America-Myrtle Beach,Myrtle Beach,South_Carolina
4764,Florida Coastal School of Law,Jacksonville,Florida
4765,White Earth Tribal and Community College,Mahnomen,Minnesota
4766,Blue Cliff College-Metairie,Metairie,Louisiana
4767,Creative Images Institute of Cosmetology-North Dayton,Dayton,Ohio
4768,Dewey University-Carolina,Carolina,PR
4769,Yeshiva College of the Nations Capital,Silver  Spring,Maryland
4770,University of Phoenix-Maryland,Columbia,Maryland
4771,Louisiana State University Health Sciences Center-Shreveport,Shreveport,Louisiana
4772,Central Career Institute LLC,South Plainfield,New_Jersey
4773,Franklin Career Institute,Brooklyn,New_York
4774,Montessori Institute of Milwaukee,Milwaukee,Wisconsin
4775,Hair Academy II,Hillcrest Heights,Maryland
4776,Pryor Beauty College,Pryor,Oklahoma
4777,Argosy University-Phoenix,Phoenix,Arizona
4778,Mr Leon's School of Hair Design-Lewiston,Lewiston,Idaho
4779,Vatterott College-Sunset Hills,Sunset Hills,Missouri
4780,Southwest Acupuncture College-Boulder,Boulder,Colorado
4781,Cortiva Institute-Orem,Orem,Utah
4782,River Parishes Community College,Gonzales,Louisiana
4783,Los Angeles Film School,Hollywood,California
4784,Argosy University-Orange County,Santa Ana,California
4785,Dewey University-Bayamon,Bayamon,PR
4786,National American University-Bloomington,Bloomington,Minnesota
4787,Century College,San Juan,PR
4788,FINE Mortuary College,Norwood,Massachusetts
4789,International Baptist College and Seminary,Chandler,Arizona
4790,Gwinnett College,Raleigh,North_Carolina
4791,Fortis College-Foley,Foley,Alabama
4792,Medical Training College,Baton Rouge,Louisiana
4793,Toni & Guy Hairdressing Academy-Plano,Plano,Texas
4794,University of Connecticut-Waterbury Campus,Waterbury,Connecticut
4795,University of Connecticut-Avery Point,Groton,Connecticut
4796,University of Connecticut-Stamford,Stamford,Connecticut
4797,Vatterott College-Oklahoma City,Warr Acres,Oklahoma
4798,University of Management and Technology,Arlington,Virginia
4799,Baton Rouge Community College,Baton Rouge,Louisiana
4800,IYRS School of Technology & Trades,Newport,Rhode_Island
4801,Linfield College-School of Nursing,Portland,Oregon
4802,Linfield College-Online and Continuing Education,McMinnville,Oregon
4803,Midwest Technical Institute-Springfield,Springfield,Illinois
4804,Advanced Barber College and Hair Design,Weslaco,Texas
4805,The College of Health Care Professions-Austin,Austin,Texas
4806,Monteclaro Escuela de Hoteleria y Artes Culinarias,Rio Grande,PR
4807,New Community Workforce Development Center,Newark,New_Jersey
4808,Dallas Nursing Institute,Richardson,Texas
4809,Professional Golfers Career College,Temecula,California
4810,Chester Career College,CHESTER,Virginia
4811,Milan Institute-San Antonio Ingram,San Antonio,Texas
4812,Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,Indiana
4813,Carrington College-San Jose,San Jose,California
4814,Stevens-Henager College,Murray,Utah
4815,Brookline College-Tucson,Tucson,Arizona
4816,McCann School of Business & Technology,Pottsville,Pennsylvania
4817,Platt College-McCann-Lewisburg,Lewisburg,Pennsylvania
4818,Carrington College-Pleasant Hill,Pleasant Hill,California
4819,Ridley-Lowell Business & Technical Institute-Poughkeepsie,Poughkeepsie,New_York
